Celebrity,India,Quora,Life,Love,Money,Job,Feelings,Donald_Trump,Progr_languages,Business,Android,Engineering,Indian,Girl,Sex,Why_dont,Buying,English,Facebook,.com,Computer_science,Age_related,Books,Google,study,Phone,Movie,College,Lose_weight,Math,Softwares,i_phone,possibilities,Highschool,Youtube
Jim Yong Kim,0.0007235026084780013,3.286265354747285e-05,0.00023342623246879496,0.0,0.00031479913222182685,8.072887732131602e-05,2.637059738632591e-05,0.008455228177311994,0.0,0.0005020457770105325,0.00016181734632973992,0.0,0.0012928726280393864,0.00012660309368543306,0.0003613265073483297,0.0002714109270369454,0.0,0.0008950360893217504,0.0010261041556659072,9.686678126321728e-05,0.00012399947794447858,7.777121036601448e-05,7.359543456648453e-05,0.0,0.000541977226856058,0.0007235866503971272,0.0004043746225845625,0.0003924975150803357,0.0009181951861565942,0.0,0.0,0.0006832059302913294,0.01926298776464211,0.014949109472125521,0.0007019313123683133
Kim Jong-un,0.0006599115080400652,4.753570121489586e-05,0.0003434512581219443,9.475475515376991e-05,0.00018388615356159556,0.0005379245590994003,0.0002711156580246224,0.0011672790493931341,0.0002757847502615283,0.0008287756116755194,9.459425813879605e-05,0.000394408882619516,0.003505792753544807,0.00027880136971438933,0.00016606195068899908,0.0004755321144303923,0.00010198935624331069,0.0009155742784266102,0.00016603799671360196,0.0,0.0003940549258074638,0.00026514428033784607,0.00015638958133688843,0.00011676852201058078,0.0005016366253079325,0.00018799395406591,0.001064601292434153,0.0003587499791472578,0.00040498327407825,0.0001843392100078592,8.488799156166265e-05,0.0004382537601507351,0.0012933198190683986,0.00579884985398884,0.0014693658103291025
Abdel el-Sisi,1.3569508096743427e-06,8.527400862903355e-07,0.0,0.0,0.0,2.604565681438143e-05,0.0,0.0,1.1976980917621661e-06,0.0,0.0,0.0,0.0,4.327193056539273e-06,0.0,0.0,2.1290225140194137e-05,0.0,1.2451676712345929e-06,2.5419779611120235e-06,3.7937007745923766e-07,0.0,1.622319198688614e-06,0.0,0.0,1.090276773793879e-05,1.3097297853298281e-05,0.0,3.321589527257653e-06,3.898286085368481e-05,7.444488001434228e-06,0.0,0.0,0.0,2.8825344714024465e-05
Ma Huateng,0.0016623469040262012,0.0003633337022751108,0.0007979047985442875,0.0006751762224520071,0.0007234136339668604,0.00014950563068226601,0.000559901773867286,0.0009475845967548039,0.00010509652731237969,0.010573313183843892,0.0014710745749730938,0.00019225695181772232,0.0028933566756191966,0.00016753107010310478,0.0024815017091228703,0.0008711890927977742,0.0008172761162319437,0.0026322181615832507,0.0019760708573016155,0.0004621028557500177,0.0010943072441690208,0.0013559598149694228,0.0003035316440891065,0.000971669853503445,0.0003548116337317916,0.0036014385373145737,0.000465011364724887,0.0,0.003188377817394297,0.000443649585285723,0.0006176254752424552,0.01724355237828561,0.0007767861724289108,0.00112811532760853,0.004496478912097873
Michael Dell,0.0004447714292773692,0.00010120030844429987,0.0003170038672191684,1.3278385097108904e-05,0.0003856897389210952,7.24580167633972e-05,9.670094227276436e-05,0.0007089083317242406,0.0,0.0007130082394310776,0.0,0.0007930381009563977,0.0011112587176304184,5.1510179386579286e-06,3.5529043018957705e-06,0.00016154521278974928,0.0017578617569064731,0.0002288095670907376,0.0003693487369117118,0.0003737960676025898,0.0007898738770645836,0.000208673897603716,0.0005789786700311584,0.0003693422895607957,0.0002940538148873533,0.0003405930684899311,0.0002396650133968694,0.0,9.517928974876913e-05,0.000675778192927368,8.732323332559466e-05,0.02270692209749346,0.0015805533763997245,0.0008232229266571663,0.00036931807313845145
Haruhiko Kuroda,0.0008504377635039856,0.0,0.0002977143464972722,0.0,0.0015604549279746305,0.0007189572027229631,5.1701412277588186e-05,0.005303042087048002,0.00015177927728873844,0.0004763649322684584,0.0021463316859245463,0.0,0.0007336991111625971,5.785411793367842e-05,2.219113130685013e-05,6.762739092232954e-05,1.7527305329174928e-05,8.941589062973818e-05,0.001673702529009276,0.0,0.0,0.00031873726495900784,0.0005776569691042383,0.0,0.000540152069760201,0.002351783577457326,0.0,1.5047697399083737e-05,0.00032673589742007085,0.0,0.0,0.004014777009688206,0.0,0.00015537924172561216,0.0012368270426279034
Barack Obama,0.0011227831377807736,0.0004966390013938105,0.00039566831907209633,0.00017079131102364312,0.00048032190358516375,0.003966761707785009,0.0002376980476100863,0.014082878392107524,0.0002468607853570407,0.001108561677065866,0.0,0.0009358198639057044,0.0015202886851538276,0.0017468174789294437,0.008053012310980344,0.016202895987476727,0.0005088678627391456,0.0005955815008045389,0.00016634827332882434,0.000300495503524684,0.0006288664532908667,0.00015531369543195594,0.00039792750524121314,0.00017570969773663585,0.0011222492994439424,0.0005427961638373402,0.0020495986824767692,9.022421669014007e-05,0.00042142365306827305,0.00011190819902036643,0.00027663387142270535,0.0008740989026478919,0.002021742100076944,0.016511898723416327,0.003531328505621583
Khalid Al-Falih,0.0,1.5702822773935093e-05,0.0,0.0,0.0,2.4861466116109263e-05,0.0,0.0,2.2752688092608615e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614652271970126e-07,1.5104899930231397e-05,0.0,3.435789955936521e-05,3.458292040544206e-06,4.311508608484057e-06,1.636890641084618e-06,0.0,3.4635283746289974e-07,1.1339097815952617e-07,3.753895020140131e-08,3.545496908239937e-06,1.4712744033052748e-05,2.8590306849655566e-06,4.0924634325286465e-06,6.121212924127396e-05
John Roberts,0.0006562308324265006,6.192353472355516e-05,0.0002811048604107177,0.0,0.00015593833065267467,0.00017321621287180397,0.0003170857257342283,0.004239186569513704,0.00011741696617731021,0.00802393268975713,0.0,0.0,0.0007213447031401978,0.00010962735673664956,0.002127067738556428,0.0003146557879438742,0.00020730006033574088,5.349768352882179e-05,0.00036605108845646025,0.00043439166980371093,0.0,9.967854381534757e-05,0.000262623409796051,0.0006979015372390384,0.0002468324271226001,0.0003947711166217037,0.0031676091209946917,0.0,0.00020256981177673464,6.547571325799498e-05,0.0001492881564317704,0.001123334795805813,0.01300447406721996,0.02745683746742885,0.0020240499568110306
Satya Nadella,8.791862082976473e-05,0.0,1.9472159475073432e-05,0.0,0.0,0.000366516491120937,7.790323695266214e-05,0.004599276228588516,4.550542991277333e-05,0.018048347155319493,0.000283565601220034,0.0,0.030447039736529277,0.0,0.0,0.0,0.0,0.0002997480762847949,0.0005963529376499354,0.0,0.0,0.0,9.094469588566213e-05,0.0024387046066532934,3.623354353573947e-05,9.226202425185086e-05,0.0,0.00010217299790524918,0.0,0.00015500008491954278,0.0,0.014407148520166257,0.0,0.0,0.0
Stephen Schwarzman,5.900945720389057e-06,1.664476438805841e-05,2.855295791963422e-07,0.0001064796803553682,0.0,0.00016524911862274912,0.0,5.5344779790404026e-05,0.0,2.5429367616228806e-05,7.54805116449877e-05,0.0,0.0,0.00010468788378920009,0.0,0.0,5.9851788753149966e-05,5.694986149662492e-05,6.107290533192259e-06,3.5432955634036024e-05,0.0,2.5271634770036534e-05,0.0006464694902020254,8.488440285234102e-06,0.0,0.0,0.0005333793902179167,0.0,0.0,0.0,4.9165202376251195e-05,4.6992505439838515e-05,0.00011802066263610285,1.4964919078590407e-06,7.837632310294573e-05
Masayoshi Son,0.0004153895566928765,5.437036122255393e-05,0.0003461548951262988,0.00036507292937142376,0.015844360567750897,0.0001601239927458861,0.0005264146518554845,0.0005388660659125342,0.00036298489022687237,0.0001978512239913724,0.001623405131320182,0.0,0.001367941145089792,0.00013893796175959002,0.0020232546263242645,0.00020790043893601932,0.0002135323233630347,0.0014781989969080195,0.00018147519750256306,0.017191945897352245,0.0002565560405784974,0.0022723503884855803,0.0007433259115754585,0.0,0.0005374301502732767,0.003215971752454148,0.00039200716138252333,0.0004771303128658993,0.0007068453259265593,0.0003928623674145712,0.0,0.0007061283417244516,0.00039487349178299536,0.0007763311460886934,0.0015086103217595527
Enrique Pena Nieto,0.00010255709145984702,0.00010793637189581432,0.0,0.0,8.425840222995965e-05,0.0,0.0,4.9427906004264816e-05,0.022391941899209705,0.00032141305957145535,0.00013438449636918637,0.00018681965886315033,0.00032410190085593985,0.0,0.0,6.788258797743009e-06,8.457422870620824e-05,0.0018067269684834662,0.006655375262459614,0.0002692772839680586,0.0,0.0,0.0002353210538238996,0.0011063291898243584,0.00027379742813702913,0.0,0.0,0.0,0.0,0.0,7.772277165433559e-05,7.370356645978439e-05,8.136183422372971e-05,0.00014475612505093234,0.000423756710226996
Michael Bloomberg,0.0004566734782319555,3.69947174032336e-05,0.00021972089396345455,6.460693507330447e-05,0.0003301343320333678,0.0004801959456653146,0.0001211548743686321,0.00988604288663494,0.0,0.0004788859790820118,0.0,0.0,0.0003979885887060275,0.00020168579904075436,0.0,0.00024262126273425004,0.0002909630201542297,0.0001957494504546157,0.0,9.924649441735964e-05,0.009140875854589118,0.00022330609079822245,0.0003049035544331524,0.0005422835341747828,0.0003872184683453312,0.00017495939182957373,0.0007989983033164984,0.0004860024393360233,0.00022866991884883692,0.00039534541725194276,9.473931961077832e-05,0.0231044411810686,0.0009056813709988774,0.0010997920615905712,0.015436966292455173
Recep Erdogan,1.3569508096743427e-06,8.527400862903355e-07,0.0,0.0,0.0,2.604565681438143e-05,0.0,0.0,1.1976980917621661e-06,0.0,0.0,0.0,0.0,4.327193056539273e-06,0.0,0.0,2.1290225140194137e-05,0.0,1.2451676712345929e-06,2.5419779611120235e-06,3.7937007745923766e-07,0.0,1.622319198688614e-06,0.0,0.0,1.090276773793879e-05,1.3097297853298281e-05,0.0,3.321589527257653e-06,3.898286085368481e-05,7.444488001434228e-06,0.0,0.0,0.0,2.8825344714024465e-05
Abu Bakr al-Baghdadi,0.000569721091821147,0.00010647058679820564,0.0002457184486762337,0.0,0.00012773644814526318,0.0001806278341580522,0.00012340751851225702,0.0011587779522949644,9.436893209574452e-05,0.0003665186996748048,0.00010949321253874972,0.00011491449451567281,0.000661992709140522,2.780787668592608e-05,2.5454311594404894e-05,0.0002771957208857826,0.00010585551273638435,0.00032866789838529887,0.0004124417288440543,2.9115186889188947e-05,0.0005934082996750114,9.569562381083023e-05,0.00026511730859937017,0.0001522426048457905,0.0001925765867226067,0.00030921790776786563,0.00021585291671022899,0.00012073277350176371,0.0001591870729994233,4.440787684163892e-05,0.00017916995011061816,0.0004621240059207592,0.0007594029867781056,0.00044478438284756283,0.0012563143439133398
Alisher Usmanov,0.0008366149122568857,0.00017883710697391488,0.0002704754895033141,0.0001253770956061863,0.0007349399414674299,0.0008902207819246397,0.0002524225904366421,0.003523145048743739,0.0008894269902712224,0.011156235527005646,0.0030590933104791855,0.00028855767578786734,0.0006974386987808253,0.0001784630301371365,2.495635933871415e-05,0.00035231929885350577,0.0009712913804927584,0.001956380555029671,0.00041619390610682144,0.0007928777242815954,0.0006684308252204589,0.0002946609303618786,0.00046014611197433994,6.755020135534149e-05,0.0005945227934532387,0.009167141124812343,0.0003578736744542357,0.0006888015949170316,0.00045941115458411565,0.0006761003145467715,0.00012151621232839878,0.012151960822134813,0.0012518051895900964,0.0011153063183265233,0.0021216487643446204
Wang Jianlin,0.001365092862891936,7.900554961771482e-05,0.001062030987946575,0.00034899274142322664,0.0004819528383492002,0.0008911841878050321,3.3237717913091016e-05,0.0004646902917123209,0.0002779968076934854,0.010888339378307283,0.0007196048226354851,0.0005722435806966231,0.001419919612832828,0.0001332159840473669,1.580136865780847e-05,0.00023395036762433052,0.0002575489218354013,0.0018682206543911175,0.0002634793428287201,0.00022623722794499988,0.0005480806350953736,0.0003069733163724285,0.0,4.853640233718091e-05,0.0002989174183652367,0.0,0.016051748691396382,0.0,0.002317044721905147,0.0003369712543164869,0.0003627403933932471,0.014954504775113958,0.0011105729723926846,0.0005206790373978276,0.0011705072358737822
Robin Li,0.0007435084988256005,0.00020972483437491717,0.00010552577793690884,0.0,0.00019548605304159965,0.00018885266905839767,8.518179533664596e-05,0.001091630618110403,0.0,0.0006120086810673156,0.0009825149772256891,0.00044628474785628555,0.001182384008246843,0.0002619163950482338,0.0,0.0003276908458158505,0.0005008284374771204,0.003477273301628743,0.0003251722845692495,0.0002764878219056902,0.027257715629747145,0.00012381138387595087,0.0006722799164079057,0.003294017788239973,0.0011335199115384616,0.000454271276367479,0.002648831121744537,0.0,0.002690802497237375,0.0007447388483259998,0.0,0.009192833828799818,0.0023066106013850994,0.001035663872371608,0.0013587166079508848
Ginni Rometty,0.0004310571441678414,0.00012562758209109593,6.454852842536176e-06,0.000168956058683735,0.0,0.00040598757106654796,0.0003739901783228954,0.008711658141749049,0.0,0.025363422777094885,0.0,0.0,0.0005848819670150933,0.0002749080527150482,0.0007264418126314115,5.9817723442443965e-05,0.0,0.00021340380119898655,0.00039065691415425476,0.0003015915887845598,0.0,0.00048559457554818273,0.00013225093714721328,0.0003750725522143121,0.0003518385316945301,0.0,1.2964071041918902e-05,0.0,0.0,0.0,0.0,0.01664326945731532,2.6588148178420092e-05,0.0003014005037375737,0.0004784553585973915
Mary Barra,0.0004707207901362313,5.525274051909624e-05,0.0001685745626425659,0.0,0.0,6.633534354721527e-05,0.00019069242630076312,0.004841414917991904,5.3778710875747616e-05,0.0006236997276967464,0.0014344679892956931,0.0,0.0006990046811234586,0.0,0.000550157584184907,0.0002280587155070335,0.00017180116257917068,0.00021540926836614125,3.871921451269936e-05,2.258461462753265e-05,0.0006954750049445166,0.0005087068774994148,0.0001689004829236617,0.0003352037762607402,0.00016751188319300857,0.0,0.00016864132515281808,0.0001232951961960706,0.00014932707417734633,0.0,0.0005802532339959679,0.016771456413248124,0.0015807762894715029,0.0001574659601652953,0.0004939912774826492
Bashar al-Assad,0.001465457889527787,7.04672020285244e-05,0.0002444342160779037,1.7510120373303854e-06,0.00036431294378171385,0.0004521513982732198,0.0002154619067984774,0.00889905399810623,0.0,0.0012015701795648579,0.0,0.002487316534105261,0.0028559035435775804,0.0002066831265132564,1.684395947655132e-05,0.000442535207554144,0.0015491506542201175,0.010350433081520161,0.0002029431827065951,0.0,0.0004514051494272302,0.0006698020053217516,0.0004517427771279562,0.00013360652013033828,0.0008228082705553763,0.0006250650950138943,0.0007180818333470186,0.0008980616035130267,0.0006143625193692222,0.00021242232040959445,1.5566662706724573e-05,0.001319231026738101,0.002280955189863281,0.006829007707570366,0.00534999070116092
Travis Kalanick,0.00034978101230871136,7.435314490713807e-05,0.0001584432843754189,1.3693523697957125e-05,0.001191107483461566,9.95640153207948e-06,0.00024455335495407086,0.0005079457659561591,2.185669298647463e-05,0.000638224535652075,0.00046709639486734186,0.0,0.0008536267369967517,0.00013095559908981658,0.002332693159889342,0.0002124571125392549,0.0002656889597984738,0.0005060814282914889,0.0005513445327168223,0.0005426416039251846,0.00019517525093888253,0.0001445843494958948,0.00012459223612463927,0.000248558661201061,0.0,0.0007715695411305291,0.00015457395920663542,0.00012016959303120583,0.0003247087865878314,0.0007324914753629487,0.0,0.0196234804940558,0.0003725531339053349,0.0007638125577154316,0.0012142044814408644
Carl Icahn,0.0004973737242421892,0.0005481238530492175,0.0009336779051982235,0.00011906276973895458,0.0005219242284047207,0.0008248231938550813,7.32803243924818e-05,0.036296232509109835,7.256077027551467e-05,0.0007126861685066139,0.0002977370765919033,0.0,0.001045740855429558,0.000248450047865759,0.0,8.605840531663652e-05,0.00041936616506132654,0.000809677161457716,0.00012625434319587936,0.000345945287588385,0.00035795468965947076,0.00013291049989889165,0.0001848819205133394,0.0002847272609586093,0.0,1.8699431844871005e-05,0.0008194183420584958,0.0,0.00010810998009093886,0.00028792492743311685,0.00033133437938354544,0.008378556563177202,0.00042944954515600783,0.0006796862817967382,0.0009040252223603466
Justin Trudeau,0.0014474504970560663,0.00045736431531124845,0.00015073743520474956,3.920589577042188e-05,0.00010654327610628299,0.0006830205383289238,0.0002486164776963061,0.004326537216943167,0.00035809732712901846,0.0017043231748238492,0.00017266674116081686,0.01198198305285276,0.0023498533021410364,0.00011829504770211543,0.00025031008168252035,0.00044827437545164224,0.0007713087169732634,0.0019291911745229458,0.001704811766854354,7.590616356206952e-05,0.0023515135751666725,0.0006513148842056469,0.0003003468151349517,0.00019668144126631004,0.001539299958823405,0.0004594460864078697,0.0015740518049716368,0.0006913081086232374,0.0002515211859680581,0.00023307997709467925,0.00047377826963687305,0.0009117405056890559,0.0031859716655468955,0.008692550718865991,0.003091815191413507
Bob Iger,0.0006051523650227648,0.00011878579554325282,0.0002910793377315982,5.933324789071357e-05,0.00026424034214823374,0.00015330979407839366,0.00020098076022108795,0.004701880397664991,0.0,0.0064835420915841735,0.0,0.00038140150517761693,0.001266155238136794,1.3894541598405607e-05,0.0010415401701402245,0.0002333875714871044,0.0008081628071585885,0.0003655395704006137,0.0001272699642715438,0.00027254307459948033,0.0006476529231288438,0.00046295305204964595,0.00019080047432568317,0.0001575780466008666,0.0004908939420042456,1.5250350939166417e-05,0.0012720175805209584,2.6234510136072345e-05,0.0002882880756596864,2.3078502034061758e-05,0.0005643526804813337,0.02589191474647984,0.000999946070535335,0.0008071958149377249,0.001060429925476637
Aliko Dangote,0.00042632014683201204,8.990022191453695e-05,0.00019436574605939598,3.879423670171171e-05,0.00028534299250197905,7.557029077659777e-05,0.00012610301262810635,0.00041110762115435735,9.864060802799936e-05,0.00033684203097003666,6.633247632273821e-05,2.7984263050746518e-06,0.0008459505559478232,4.482996434700017e-05,6.689002747099484e-05,0.0001401674936731383,0.00020814973062714223,0.00017239066289438884,0.0005689650548380796,0.0003623300039751294,0.00017241511153393482,0.00024285255914583835,0.0002646038322848941,8.854320282427316e-05,0.00010332146856532326,0.00013464851370029662,0.0001326923393627872,7.487458069452528e-05,0.0001473075809784882,0.0006075623296816526,4.9942259386542265e-05,0.0005030940206920503,0.0005142540572446934,0.0003533186547132807,0.0007311839279966297
Mike Pence,0.0009175666209262407,9.286989020989074e-05,0.00010327140535714423,0.0,0.00020869111599182723,0.00020413154541446666,0.0003764086943172529,0.023266160802240487,5.667396833715682e-05,0.007558698463699409,6.324759203436012e-05,0.00034376014798470677,0.0018378548666999287,0.0008119814164649834,0.00022715764781298004,0.0009420259813054447,0.0009171422579197053,0.00048725158095595664,0.00022272412739372466,0.0,0.0006674338752021679,0.0002672284723995691,0.0003963756699707218,0.0002117606419793244,0.0006394379053220839,0.0003822604716625178,0.0006535557954748151,0.0005865036774963052,0.00021000400359853072,4.2871398639366475e-05,0.00011424606206701895,0.0010784706225114324,0.01311253073631122,0.009988726606656534,0.0017828753141302302
Rodrigo Duterte,0.0013212703140135817,0.00012633674609353272,0.0008002142076865708,0.00011900848223378979,0.0001881006543776044,0.0002588628059607589,0.0004153509961727871,0.006408504938785335,0.00022009252834808877,0.0012490106328211586,5.094200451701877e-05,0.0006034349283222384,0.0013417372423714217,1.996786202717699e-05,0.00015606348752075295,0.0004761343957072283,0.00027991830720424315,0.0004786259276176481,0.00021298350303227635,9.236076846481995e-05,0.007656770166104729,0.009110710288378112,0.0006971726162061935,0.0007657035930779923,0.0006233112803348686,0.0006563691382929535,0.0005714410088159128,0.0005227089379244137,0.0013833855065476153,0.0005039547868965804,0.00022002530131894592,0.0011164504316851231,0.008624414614231987,0.0014084788509566553,0.0045420335214878
Ayman al-Zawahiri,0.0008071347685567534,7.922476734344379e-05,0.0001899881361865683,7.320849464209354e-06,0.00013176852034699752,0.0002331225393769012,0.00021067362237767122,0.0014108388465805788,0.0001903980016790208,0.0004207502871758015,0.0001002027310020365,0.00010865108427828426,0.0014136938053662456,0.0003909557668384101,7.338673773966342e-05,0.0003914295449265935,7.680046571058782e-05,0.0007711588097508258,0.00021957055567419328,3.019290578679043e-05,0.0007262194805715708,0.00020563366299719202,0.000270934827873507,0.0002621559672782778,0.00014937620412449793,0.0003162996139608706,0.00022755877975004344,6.808783369978e-05,0.0003653279735550385,7.610147871259712e-05,7.926139702895289e-05,0.0010557958055940697,0.0004156136229851038,0.0014349749443180201,0.0015084685477591046
Sheldon Adelson,0.00021463415996430336,6.691466676715735e-05,0.00044416672630612946,8.06413529807746e-06,0.0007453231262503793,0.0011293076279134085,0.0002492825888046872,0.04003686933250053,0.0,0.008637248341622366,7.346720807498844e-05,0.0,0.00043160008623635023,5.4048148709886766e-05,0.0014537416712721058,6.771461000028953e-05,0.00011549537972275934,0.0003795107934569456,0.00015327257383622873,0.000734133191057586,0.00032091964926817413,0.00026411218277522035,0.00011104791901639709,0.0,0.00018952492062780156,0.00021186117816819925,0.003434709786720685,7.21252113505633e-05,0.00011212645867283787,2.972357647986066e-05,0.0003736139370001465,0.0056100394396602785,0.000666521390330473,0.00037278921115640123,0.0005022380463422497
Peter Thiel,0.0007622848475470308,2.731405344283736e-06,0.010541154756266592,0.0,0.000987885525311214,0.0006996196755266099,6.941028808008316e-05,0.0015274525328192493,0.0001712465657607299,0.0012713542039184695,0.0,0.0001872428717066978,0.0017476112166892159,0.0,9.27063111753043e-05,7.49031301569039e-05,0.0005629403544308261,0.00039781825992494634,0.020199736828333963,0.000727230002559409,0.001122756562511773,6.511770403547626e-05,0.00021540976748574364,0.0,0.0008037175417513915,0.0,0.002393278632460432,0.0,9.545306040895947e-05,0.0004119822825977985,0.0,0.012759405375604027,0.0015632370420065567,0.014179930246202368,0.00046713876030207577
Chuck Schumer,0.0003792058222567669,4.179284668182945e-05,0.00010336480587662275,1.2555174915058678e-05,9.260223548098767e-06,6.945109840587737e-05,7.131234084376062e-05,0.005944230610469423,7.466196811989699e-05,0.00027408234257103755,1.5440412991539094e-05,0.0,0.0005561729024782733,2.0303893356471896e-05,0.0,0.00040864948109383135,0.0005230009995001006,0.0007787435192659475,0.0,1.932766953129019e-05,4.498173809132175e-05,0.00013139255318969455,0.00013155389418381395,0.00015494559397504905,0.0,1.6855858618426877e-05,0.00024327679080493185,8.472422123861283e-06,0.0001379398002564841,0.00010392170784135172,8.407370937981371e-05,0.0004812630998594271,0.01247839351765544,0.009747174215395043,0.0006646922293015387
